,Date,Open,High,Low,Close,Adj Close,Volume,shortAvg,longAvg,Signal,Position
233,2021-08-30,206.0,208.199997,206.0,208.0,208.0,12084844.0,206.54999871428572,208.12499785714286,0,0.0
234,2021-08-31,208.050003,211.600006,207.25,211.300003,211.300003,25808430.0,206.89285714285714,208.22856907142858,0,0.0
235,2021-09-01,211.0,212.300003,209.300003,209.5,209.5,16241960.0,207.34999957142858,208.2892837857143,0,0.0
236,2021-09-02,209.0,211.5,209.0,209.75,209.75,14321164.0,207.92142814285717,208.3499985,0,0.0
237,2021-09-03,209.75,211.25,209.75,210.600006,210.600006,10228853.0,208.52142985714286,208.28928485714286,1,1.0
238,2021-09-06,211.0,211.199997,209.050003,209.300003,209.300003,10632156.0,209.19285799999997,208.1749997857143,1,0.0
239,2021-09-07,210.899994,214.350006,210.149994,211.75,211.75,37489544.0,210.02857314285714,208.35714285714286,1,0.0
240,2021-09-08,212.25,213.0,209.699997,211.25,211.25,17233315.0,210.49285885714286,208.52142878571428,1,0.0
241,2021-09-09,211.050003,213.899994,210.550003,212.649994,212.649994,19051252.0,210.6857147142857,208.78928592857142,1,0.0
242,2021-09-13,213.350006,215.149994,211.800003,214.149994,214.149994,16043896.0,211.34999957142855,209.34999957142858,1,0.0
243,2021-09-14,214.899994,217.25,214.199997,216.100006,216.100006,19621849.0,212.25714328571425,210.08928571428572,1,0.0
244,2021-09-15,217.100006,217.199997,215.300003,216.0,216.0,20248758.0,213.02857100000003,210.77500042857142,1,0.0
245,2021-09-16,216.949997,233.649994,216.300003,230.75,230.75,149238901.0,216.09285628571428,212.64285714285714,1,0.0
246,2021-09-17,233.0,237.300003,229.100006,231.149994,231.149994,79501805.0,218.864284,214.44642857142858,1,0.0
