,date,price,buysell,balance
0,2017-04-13,63.67170715332031,buy,0.0
1,2017-04-17,67.21356964111328,sell,3.5418624877929688
2,2017-06-06,69.77460479736328,buy,3.5418624877929688
3,2017-06-09,72.06318664550781,sell,5.8304443359375
4,2017-09-04,71.27307891845703,buy,5.8304443359375
5,2017-09-22,66.34172058105469,sell,0.8990859985351562
6,2017-10-23,69.17520904541016,buy,0.8990859985351562
7,2017-10-26,71.3820571899414,sell,3.1059341430664062
8,2017-12-07,80.40017700195312,buy,3.1059341430664062
9,2017-12-11,83.53335571289062,sell,6.239112854003906
10,2018-06-13,82.8653793334961,buy,6.239112854003906
11,2018-06-14,85.94515991210938,sell,9.318893432617188
12,2018-07-13,84.46942901611328,buy,9.318893432617188
13,2018-07-17,88.73621368408203,sell,13.585678100585938
14,2018-10-15,152.4499969482422,buy,13.585678100585938
15,2018-10-16,157.64999389648438,sell,18.785675048828125
16,2018-11-29,169.89999389648438,buy,18.785675048828125
17,2018-12-04,162.75,sell,11.63568115234375
18,2018-12-26,161.25,buy,11.63568115234375
19,2019-01-02,154.85000610351562,sell,5.235687255859375
20,2019-03-05,141.8000030517578,buy,5.235687255859375
21,2019-03-07,136.89999389648438,sell,0.3356781005859375
22,2019-05-21,154.64999389648438,buy,0.3356781005859375
23,2019-05-23,161.0500030517578,sell,6.735687255859375
24,2019-08-27,137.14999389648438,buy,6.735687255859375
25,2019-08-29,132.35000610351562,sell,1.935699462890625
26,2019-10-15,155.0,buy,1.935699462890625
27,2019-10-16,160.14999389648438,sell,7.085693359375
28,2020-01-13,213.60000610351562,buy,7.085693359375
29,2020-01-17,228.39999389648438,sell,21.88568115234375
30,2020-05-28,142.64999389648438,buy,21.88568115234375
31,2020-05-29,148.35000610351562,sell,27.585693359375
32,2020-07-21,167.3000030517578,buy,27.585693359375
33,2020-07-28,173.5500030517578,sell,33.835693359375
34,2021-08-06,1536.6500244140625,buy,33.835693359375
35,2021-08-10,1446.5,sell,-56.3143310546875
36,2021-08-25,1475.3499755859375,buy,-56.3143310546875
37,2021-08-31,1587.5999755859375,sell,55.9356689453125
38,2021-10-05,1527.6500244140625,buy,55.9356689453125
39,2021-10-06,1479.550048828125,sell,7.835693359375
40,2021-11-09,1635.449951171875,buy,7.835693359375
41,2021-11-12,1705.199951171875,sell,77.585693359375
42,2021-12-27,1730.199951171875,buy,77.585693359375
43,2022-01-11,1843.9000244140625,sell,191.2857666015625
44,2022-02-11,1764.300048828125,buy,191.2857666015625
45,2022-02-14,1663.949951171875,sell,90.9356689453125
46,2022-03-15,1701.4000244140625,buy,90.9356689453125
47,2022-03-16,1758.0,sell,147.53564453125
