,date,price,buysell,balance
0,2015-05-08,261.95001220703125,buy,0.0
1,2015-05-14,280.95001220703125,sell,19.0
2,2015-06-19,260.1499938964844,buy,19.0
3,2015-08-03,281.04998779296875,sell,39.899993896484375
4,2015-08-17,279.75,buy,39.899993896484375
5,2015-08-24,245.39999389648438,sell,5.54998779296875
6,2015-09-16,236.8000030517578,buy,5.54998779296875
7,2015-10-16,256.79998779296875,sell,25.549972534179688
8,2015-11-06,243.0,buy,25.549972534179688
9,2015-12-11,227.3000030517578,sell,9.8499755859375
10,2016-02-08,172.14999389648438,buy,9.8499755859375
11,2016-02-10,159.0,sell,-3.300018310546875
12,2016-02-15,167.85000610351562,buy,-3.300018310546875
13,2016-02-16,156.39999389648438,sell,-14.750030517578125
14,2016-02-26,155.89999389648438,buy,-14.750030517578125
15,2016-03-02,181.14999389648438,sell,10.499969482421875
16,2016-04-11,188.25,buy,10.499969482421875
17,2016-05-16,176.8000030517578,sell,-0.9500274658203125
18,2016-05-26,184.14999389648438,buy,-0.9500274658203125
19,2016-05-30,198.85000610351562,sell,13.749984741210938
20,2016-07-25,229.89999389648438,buy,13.749984741210938
21,2016-08-16,246.75,sell,30.599990844726562
22,2016-08-30,252.25,buy,30.599990844726562
23,2016-11-10,281.29998779296875,sell,59.64997863769531
24,2016-12-09,266.6499938964844,buy,59.64997863769531
25,2016-12-22,249.8000030517578,sell,42.79998779296875
26,2017-01-11,252.14999389648438,buy,42.79998779296875
27,2017-02-01,270.70001220703125,sell,61.350006103515625
28,2017-02-16,270.5,buy,61.350006103515625
29,2017-03-30,291.04998779296875,sell,81.89999389648438
30,2017-05-04,299.04998779296875,buy,81.89999389648438
31,2017-05-24,283.1499938964844,sell,66.0
32,2017-06-20,290.1000061035156,buy,66.0
33,2017-06-29,272.45001220703125,sell,48.350006103515625
34,2017-07-10,285.54998779296875,buy,48.350006103515625
35,2017-07-31,312.5,sell,75.30001831054688
36,2017-10-24,254.4499969482422,buy,75.30001831054688
37,2017-10-25,324.8999938964844,sell,145.75001525878906
38,2018-01-19,309.25,buy,145.75001525878906
39,2018-02-06,291.75,sell,128.25001525878906
40,2018-03-27,254.35000610351562,buy,128.25001525878906
41,2018-04-20,241.1999969482422,sell,115.10000610351562
42,2018-04-27,242.60000610351562,buy,115.10000610351562
43,2018-05-23,263.20001220703125,sell,135.70001220703125
44,2018-06-22,273.04998779296875,buy,135.70001220703125
45,2018-06-28,257.0,sell,119.6500244140625
46,2018-07-20,261.5,buy,119.6500244140625
47,2018-07-26,287.70001220703125,sell,145.85003662109375
48,2018-08-17,302.1000061035156,buy,145.85003662109375
49,2018-09-10,284.8500061035156,sell,128.60003662109375
50,2018-10-10,278.6499938964844,buy,128.60003662109375
51,2018-10-11,262.1499938964844,sell,112.10003662109375
52,2018-10-16,270.29998779296875,buy,112.10003662109375
53,2018-10-23,255.64999389648438,sell,97.45004272460938
54,2018-10-29,267.8999938964844,buy,97.45004272460938
55,2018-11-05,294.95001220703125,sell,124.50006103515625
56,2018-12-12,285.25,buy,124.50006103515625
57,2019-01-08,305.29998779296875,sell,144.550048828125
58,2019-01-31,293.6499938964844,buy,144.550048828125
59,2019-02-12,275.3999938964844,sell,126.300048828125
60,2019-03-01,272.95001220703125,buy,126.300048828125
61,2019-03-13,293.1499938964844,sell,146.50003051757812
62,2019-04-11,314.8999938964844,buy,146.50003051757812
63,2019-05-08,298.25,sell,129.85003662109375
64,2019-05-14,314.6499938964844,buy,129.85003662109375
65,2019-05-20,344.70001220703125,sell,159.90005493164062
66,2019-06-24,353.20001220703125,buy,159.90005493164062
67,2019-07-30,327.54998779296875,sell,134.25003051757812
68,2019-09-09,278.0,buy,134.25003051757812
69,2019-09-20,301.70001220703125,sell,157.95004272460938
70,2019-10-15,258.45001220703125,buy,157.95004272460938
71,2019-10-25,281.54998779296875,sell,181.05001831054688
72,2019-12-13,332.54998779296875,buy,181.05001831054688
73,2020-01-20,314.0,sell,162.50003051757812
74,2020-02-06,321.95001220703125,buy,162.50003051757812
75,2020-02-28,303.0,sell,143.55001831054688
76,2020-04-09,187.75,buy,143.55001831054688
