,date,price,buysell,balance
0,2017-04-17,318.54998779296875,buy,0.0
1,2017-04-18,314.29998779296875,sell,-4.25
2,2017-04-19,314.6000061035156,buy,-4.25
3,2017-04-21,316.0,sell,-2.850006103515625
4,2017-04-24,327.3999938964844,buy,-2.850006103515625
5,2017-05-03,334.1000061035156,sell,3.850006103515625
6,2017-05-08,342.25,buy,3.850006103515625
7,2017-05-10,334.79998779296875,sell,-3.600006103515625
8,2017-05-22,335.0,buy,-3.600006103515625
9,2017-05-23,327.25,sell,-11.350006103515625
10,2017-06-02,322.0,buy,-11.350006103515625
11,2017-06-12,389.04998779296875,sell,55.699981689453125
12,2017-06-29,373.3500061035156,buy,55.699981689453125
13,2017-07-07,377.70001220703125,sell,60.04998779296875
14,2017-07-11,379.5,buy,60.04998779296875
15,2017-07-12,376.70001220703125,sell,57.25
16,2017-07-14,404.75,buy,57.25
17,2017-07-20,384.79998779296875,sell,37.29998779296875
18,2017-07-24,396.70001220703125,buy,37.29998779296875
19,2017-07-28,394.04998779296875,sell,34.64996337890625
20,2017-07-31,397.3999938964844,buy,34.64996337890625
21,2017-08-01,393.70001220703125,sell,30.949981689453125
22,2017-08-02,395.8999938964844,buy,30.949981689453125
23,2017-08-03,395.0,sell,30.04998779296875
24,2017-08-16,380.04998779296875,buy,30.04998779296875
25,2017-08-23,379.3999938964844,sell,29.399993896484375
26,2017-08-28,396.79998779296875,buy,29.399993896484375
27,2017-08-31,380.6499938964844,sell,13.25
28,2017-09-04,403.75,buy,13.25
29,2017-09-13,392.6499938964844,sell,2.149993896484375
30,2017-09-15,447.79998779296875,buy,2.149993896484375
31,2017-09-21,423.3999938964844,sell,-22.25
32,2017-09-26,442.0,buy,-22.25
33,2017-10-03,519.0,sell,54.75
34,2017-10-12,584.0,buy,54.75
35,2017-10-13,568.4000244140625,sell,39.1500244140625
36,2017-10-30,547.9000244140625,buy,39.1500244140625
37,2017-11-02,538.0,sell,29.25
38,2017-11-03,617.5499877929688,buy,29.25
39,2017-11-07,565.9000244140625,sell,-22.39996337890625
40,2017-12-07,498.3500061035156,buy,-22.39996337890625
41,2017-12-11,493.29998779296875,sell,-27.449981689453125
42,2017-12-19,483.6000061035156,buy,-27.449981689453125
43,2017-12-20,480.0,sell,-31.04998779296875
44,2017-12-22,479.1499938964844,buy,-31.04998779296875
45,2018-01-03,603.8499755859375,sell,93.64999389648438
46,2018-01-11,566.0499877929688,buy,93.64999389648438
47,2018-01-12,559.0999755859375,sell,86.69998168945312
48,2018-01-17,578.4000244140625,buy,86.69998168945312
49,2018-01-18,545.9500122070312,sell,54.249969482421875
50,2018-02-12,443.45001220703125,buy,54.249969482421875
51,2018-02-16,436.0,sell,46.799957275390625
52,2018-02-20,437.29998779296875,buy,46.799957275390625
53,2018-02-21,429.6499938964844,sell,39.14996337890625
54,2018-02-26,432.29998779296875,buy,39.14996337890625
55,2018-03-01,430.25,sell,37.0999755859375
56,2018-03-15,422.75,buy,37.0999755859375
57,2018-03-20,395.8500061035156,sell,10.199981689453125
58,2018-04-02,404.8999938964844,buy,10.199981689453125
59,2018-04-04,389.25,sell,-5.45001220703125
60,2018-04-05,406.54998779296875,buy,-5.45001220703125
61,2018-04-16,411.79998779296875,sell,-0.20001220703125
62,2018-04-18,414.95001220703125,buy,-0.20001220703125
63,2018-04-19,414.5,sell,-0.6500244140625
64,2018-04-20,415.04998779296875,buy,-0.6500244140625
65,2018-04-24,413.95001220703125,sell,-1.75
66,2018-05-09,388.6000061035156,buy,-1.75
67,2018-05-10,383.3500061035156,sell,-7.0
68,2018-05-28,365.6000061035156,buy,-7.0
69,2018-06-01,342.70001220703125,sell,-29.899993896484375
70,2018-06-07,344.95001220703125,buy,-29.899993896484375
71,2018-06-14,341.54998779296875,sell,-33.300018310546875
72,2018-06-25,331.6000061035156,buy,-33.300018310546875
73,2018-06-26,324.8500061035156,sell,-40.050018310546875
74,2018-07-12,296.1499938964844,buy,-40.050018310546875
75,2018-07-13,292.1000061035156,sell,-44.100006103515625
76,2018-07-24,296.6000061035156,buy,-44.100006103515625
77,2018-08-02,338.25,sell,-2.45001220703125
78,2018-08-17,347.75,buy,-2.45001220703125
79,2018-08-30,347.3500061035156,sell,-2.850006103515625
80,2018-08-31,352.1000061035156,buy,-2.850006103515625
81,2018-09-04,337.8500061035156,sell,-17.100006103515625
82,2018-09-07,377.70001220703125,buy,-17.100006103515625
83,2018-09-11,356.1000061035156,sell,-38.70001220703125
84,2018-09-14,352.04998779296875,buy,-38.70001220703125
85,2018-09-17,348.04998779296875,sell,-42.70001220703125
86,2018-10-10,345.45001220703125,buy,-42.70001220703125
87,2018-10-16,387.45001220703125,sell,-0.70001220703125
88,2018-10-29,360.54998779296875,buy,-0.70001220703125
89,2018-11-05,361.20001220703125,sell,-0.04998779296875
90,2018-11-13,366.54998779296875,buy,-0.04998779296875
91,2018-11-26,372.8999938964844,sell,6.300018310546875
92,2018-12-03,370.45001220703125,buy,6.300018310546875
93,2018-12-06,363.8999938964844,sell,-0.25
94,2018-12-14,359.3999938964844,buy,-0.25
95,2018-12-18,412.5,sell,52.850006103515625
96,2019-01-01,382.29998779296875,buy,52.850006103515625
97,2019-01-02,373.75,sell,44.300018310546875
98,2019-01-10,397.04998779296875,buy,44.300018310546875
99,2019-01-15,378.04998779296875,sell,25.300018310546875
100,2019-01-16,390.79998779296875,buy,25.300018310546875
101,2019-01-17,382.5,sell,17.000030517578125
102,2019-01-31,349.6499938964844,buy,17.000030517578125
103,2019-02-01,337.5,sell,4.85003662109375
